"PROJECT","DATE","SITE","SAMPLE","SUBSTRATE","AVERAGE.DEPTH","FBOM.AREA.g.m2","FBOM.ASH.AREA.g.m2","FBOM.CHLA.MG.M2.HAUER","FBOM.PHAEO.MG.M2.HAUER","FBOM.640/664","FBOM.PHICOCYANIN.MG/M2","FBOM.CHLA.MG.M2.RITCHIE","FBOM.CHLB.MG.M2.RITCHIE","FBOM.CHLC.MG.M2.RITCHIE","FBOM.CHLD.MG.M2.RITCHIE","FBOM.CHL.TOTAL.MG.M2.RITCHIE"
"LTREB","44061","CR","2","COBBLE","25.25","3.73260869565219e-08","7.24565217391304e-08","1.0112625","0.404505","1.77777777777778","2.658825","1.26048","0.416582075","0.026277675","-0.028065375","1.6752806875"
"LTREB","44061","CR","3","COBBLE","27.75","6.03970588235296e-08","2.75867647058824e-07","3.03105681818182","1.44817159090909","1.71428571428571","1.2462525","3.88841955681818","1.11174194318182","0.313125954545455","0.185182056818182","5.49849221590909"
"LTREB","44061","CR","4","COBBLE","32","2.86315789473685e-08","4.21052631578948e-08","1.16509090909091","1.55345454545455","1.75","1.6768","1.98449454545455","1.20981818181818","0.806714181818181","0.250973090909091","4.25201018181818"
"LTREB","44061","CR","5","COBBLE","26.25","3.00000000000002e-08","7.74999999999998e-08","2.33625","-0.700875","1.4",NA,"1.89429125","0.46548375","1.16542","0.20411875","3.72932625"
"LTREB","44061","GC","1","COBBLE","22.25","2.44750000000001e-08","3.89375e-08","1.18815","1.51489125","1.47826086956522","5.097475","2.0297373375","0.6675767625","0.7923436375","0.301354","3.7910250875"
"LTREB","44061","GC","2","COBBLE","30","1.53e-07","7.98e-07","4.005","5.6515","1.5","12.33","7.40412666666667","1.01238666666667","0.969106666666667","0.55525","9.94092"
"LTREB","44061","GC","3","COBBLE","18.25","4.891e-07","3.42005e-06","4.49792307692308","9.14577692307692","1.77777777777778","25.696","9.70573044230769","2.40015155769231","1.24708567307692","0.839856576923077","14.1928860192308"
"LTREB","44061","GC","4","COBBLE","25.25","2.3735e-07","1.4859625e-06","12.8706136363636","16.0882670454546","1.63428571428571","24.651575","21.2616052613636","4.79023373863636","2.10303003409091","2.39302972727273","30.5480410795455"
"LTREB","44061","GC","5","COBBLE","40","1.39428571428571e-07","5.57714285714286e-07","5.34","10.3596","1.55357142857143","15.824","10.234932","2.673796","1.790298","1.271018","15.970112"
"LTREB","44061","WS","1","PEBBLE","36","9.08571428571428e-08","7.54285714285712e-08","2.28857142857143","3.47862857142857","1.45454545454545","14.9688","3.289416","0.174315428571429","0.0669342857142858","0.121289142857143","3.65197714285714"
"LTREB","44061","WS","2","COBBLE","29.25","7.79999999999999e-08","4.0584375e-07","6.13623214285714","4.79741785714285","1.43589743589744","5.689125","8.45062794642857","0.587237625","-0.100906232142858","0.521801196428571","9.45881903571428"
"LTREB","44061","WS","3","COBBLE","35.5","6.36041666666666e-08","1.40520833333333e-07","-1.05316666666667","15.7975","0.594594594594595","1.01175","1.55854466666667","-4.49747527777778","-6.53312613888889","-0.478541972222223","-9.95057308333334"
"LTREB","44061","WS","4","COBBLE","30.25","1.00375e-07","6.69625e-07","5.653725","3.392235","1.67391304347826","0.568095","6.7109746","1.193329225","2.5974828","0.1265977625","10.628425225"
"LTREB","44061","WS","5","PEBBLE","28.25","4.91304347826087e-08","2.29684782608696e-07","2.77890789473684","-0.833672368421053","2.3125","2.974725","2.03452782894737","1.48257338157895","2.92002705263158","0.852717328947368","7.28986046052631"
"LTREB","44075","WS","1","COBBLE","31","6.42142857142854e-08","2.90071428571429e-07","1.1036","0.827700000000001","1.71428571428571","5.8559","3.22423146666667","2.23055333333333","1.77533073333333","1.9142004","9.14434486666667"
"LTREB","44075","WS","2","COBBLE","27","3.36e-08","5.892e-07","1.02985714285714","0.892542857142858","2.09090909090909","7.5384","2.43981514285714","1.43837228571429","1.24813928571429","1.17842785714286","6.30477514285714"
"LTREB","44075","WS","3","COBBLE","24.25","1.75812499999999e-07","1.7884375e-06","10.79125","-0.215824999999999","1.63636363636364","12.151675","17.154547","8.06391716666667","7.46014066666667","8.276525","40.9552834166667"
"LTREB","44075","WS","4","COBBLE","27.25","3.97395833333334e-08","6.80114583333333e-07","1.91467105263158","1.03392236842105","1.53333333333333","4.526225","3.22144193421053","1.67624646052632","1.91591021052632","1.13378644736842","7.94740943421053"
"LTREB","44075","WS","5","COBBLE","30.5","3.22941176470588e-08","7.39176470588235e-07","0.97722","0.846924","1.54545454545455","4.8129","2.3538985","1.15083942","1.30141548","0.9823196","5.78849252"
"LTREB","44075","CR","1","COBBLE","13","9.75000000000001e-09","1.95000000000006e-09","0.694200000000001","0.76362","1.625","2.2503","1.67439805","0.78677755","0.62293465","0.5870111","3.67113435"
"LTREB","44075","CR","2","COBBLE","25.5","2.97500000000003e-08","7.36666666666666e-08","2.09492307692308","0.471357692307691","1.6","6.2118","3.86615111538462","2.39676657692308","1.65192726923077","2.22995342307692","10.1448336923077"
"LTREB","44075","CR","3","COBBLE","24","5.23636363636366e-08","2.33454545454545e-07","3.66171428571428","2.74628571428572","1.69230769230769","6.5832","7.61482285714286","4.69656685714286","2.63348914285714","3.13257257142857","18.0775097142857"
"LTREB","44075","CR","4","COBBLE","21","2.8e-08","2.03e-07","7.3591875","8.3404125","1.59036144578313","7.2933","13.036545375","4.406642625","1.7480308125","1.828582875","21.0198856875"
"LTREB","44075","CR","5","COBBLE","31.75","1.67105263157923e-09","1.15302631578947e-07","3.8147625","4.78964625","1.57894736842105","0.340995","7.5828064625","3.0721887375","1.7613376","1.5255875","13.9419711"
"LTREB","44075","GC","1","COBBLE","31.75","4.23333333333334e-08","2.286e-07","3.63310714285714","3.57255535714286","1.54545454545455","23.491825","7.11188207142857","3.00059271428572","4.35930221428571","1.71722142857143","16.1890483214286"
"LTREB","44075","GC","2","COBBLE","22","5.67741935483871e-08","7.06838709677419e-07","2.27380645161291","0.64424516129032","1.625","8.9584","3.73534025806452","1.81298877419355","1.48777341935484","1.74292516129032","8.77906025806451"
"LTREB","44075","GC","3","COBBLE","24.25","2.42499999999999e-08","3.53357142857143e-07","1.23328571428571","1.35661428571429","1.66666666666667","8.242575","2.83290347619048","1.43936683333333","1.39665796428571","1.03787344047619","6.70682365476191"
"LTREB","44075","GC","4","COBBLE","36.25","1.64772727272727e-08","5.04204545454546e-07","2.63965909090909","1.05586363636364","1.625","10.31675","5.52395625","3.35350397727273","3.55816488636363","3.02780102272727","15.4634755681818"
"LTREB","44075","GC","5","COBBLE","35","9.54545454545438e-09","1.41590909090909e-07","1.62521739130435","0.365673913043477","1.6","8.2915","2.97754586956522","1.82375108695652","1.25500260869565","1.89808347826087","7.95441195652174"
"LTREB","44075","BG","1","COBBLE","21","2.21052631578948e-08","2.03368421052632e-07","5.607","1.85031","1.35714285714286","13.3518","7.57659315","1.51364745","1.8206706","0.94652985","11.85749355"
"LTREB","44075","BG","2","COBBLE","33.75","2.53125000000001e-08","1.66640625e-07","9.01125","3.97555147058824","1.34","25.754625","12.7482028676471","2.80236375","3.02895926470588","1.83116183823529","20.4107770588235"
"LTREB","44075","BG","3","COBBLE","28.5","2.1375e-08","1.7385e-07","4.185225","1.67409","1.375","16.8378","6.59997585","-0.49022679","3.01108371","1.36042983","10.48132131"
"LTREB","44075","BG","4","COBBLE","34","2.32631578947368e-08","2.00421052631579e-07","4.8416","3.20756","1.38461538461538","14.62","8.1268704","3.51556373333334","2.793712","1.73288933333333","16.1690898666667"
"LTREB","44075","BG","5","COBBLE","29.75","7.50217391304348e-08","6.33804347826087e-07","10.3607608695652","14.781352173913","1.36567164179104","49.385","20.330024673913","3.04418556521739","2.95505715217391","1.77709038043478","28.106496173913"
"LTREB","44103","BG","1","COBBLE","17.5","3.17187499999998e-08","1.6296875e-07",NA,NA,"1.25","3.30575","6.46722166666667","0.410491666666667","1.03496666666667","0.210784166666667","8.1235075"
"LTREB","44103","BG","2","COBBLE","24.75","8.3934782608696e-08","5.78934782608695e-07",NA,NA,"1.25531914893617","3.526875","3.2793079556962","0.391372689873418","0.642647848101265","0.191961626582278","4.50531205063291"
"LTREB","44103","BG","3","COBBLE","31.5","5.99268292682929e-08","4.13341463414634e-07",NA,NA,"1.24390243902439","9.28935","8.28644536363637","0.873319363636364","1.28900672727273","0.637277454545455","11.0861061818182"
"LTREB","44103","BG","4","COBBLE","34.75","2.60625e-08","3.005875e-07",NA,NA,"1.26666666666667","7.4504","6.44600916666667","0.675196361111112","1.145412125","0.475825958333333","8.74248801388889"
"LTREB","44103","BG","5","COBBLE","12.25","2.16730769230769e-08","2.89288461538462e-07",NA,NA,"1.28947368421053","2.842","3.36376069354839","0.271645725806452","0.435044919354838","0.181680935483871","4.25215519354839"
"LTREB","44103","CR","1","COBBLE","20","1.6190476190476e-08","5.61904761904764e-08",NA,NA,"1.40350877192982","0.5624","4.99971416666667","0.7023925","0.751710833333333","0.335594166666667","6.789445"
"LTREB","44103","CR","2","COBBLE","24.5","2.73823529411763e-08","1.02323529411765e-07",NA,NA,"1.33333333333333","8.6828","2.964934","0.389935","0.152103","-0.06403775","3.44295175"
"LTREB","44103","CR","3","COBBLE","33.75","4.85156249999999e-08","5.0203125e-07",NA,NA,"1.34375","14.418","8.12194875","0.70127775","0.81419175","0.0636255","9.7010955"
"LTREB","44103","CR","4","COBBLE","28","2.24000000000003e-08","1.498e-07",NA,NA,"1.18518518518519","19.3508","3.71018869565217","0.478898608695652","0.362770434782609","-0.0844820869565218","4.46739756521739"
"LTREB","44103","CR","5","COBBLE","28.5","1.6840909090909e-08","1.73590909090909e-07",NA,NA,"1.4","10.2714","2.3438856","0.51585285","0.2984178","0.25560795","3.413779875"
"LTREB","44103","GC","1","COBBLE","33.5","5.16458333333335e-08","4.59229166666667e-07",NA,NA,"1.44","7.6715","6.61034921428571","0.976352714285714","1.22512132142857","0.620396071428571","9.43226478571428"
"LTREB","44103","GC","2","COBBLE","20.5","6.89545454545456e-08","7.33340909090909e-07",NA,NA,"1.31578947368421","6.01675","7.51950809090909","0.671162545454545","0.952171886363637","0.335944681818182","9.47883752272727"
"LTREB","44103","GC","3","COBBLE","20.5","5.66190476190476e-08","5.30071428571428e-07",NA,NA,"1.28205128205128","6.37345","8.5397914047619","0.7926325","0.985394976190475","0.338801547619048","10.656677047619"
"LTREB","44103","GC","4","COBBLE","23.75","1.151875e-07","2.149375e-06",NA,NA,"1.31578947368421","6.761625","2.64910125","0.19217125","0.4805775","0.20904625","3.530915"
"LTREB","44103","GC","5","COBBLE","19","9.21499999999999e-08","1.7195e-06",NA,NA,"1.30612244897959","12.8022","4.86479705","0.66416875","0.5405975","0.30370455","6.37330015"
"LTREB","44103","WS","1","COBBLE","33.5","6.22142857142859e-08","1.06721428571429e-06",NA,NA,"1.25490196078431",NA,"9.65494455","0.50722015","1.01568985","0.150785175","11.328703375"
"LTREB","44103","WS","2","COBBLE","32.5","5.61363636363632e-08","5.87954545454545e-07",NA,NA,"1.26315789473684","12.15825","6.05528477272727","3.49869295454545","-0.669432045454546","0.1984125","9.08298477272727"
"LTREB","44103","WS","3","COBBLE","23.5","4.7e-08","4.05375e-07",NA,NA,"1.28947368421053","8.70675","4.9208718","0.2813655","0.2671339","0.9260504","6.39546155"
"LTREB","44103","WS","4","COBBLE","29.5","1.6815e-07","1.5222e-06",NA,NA,"1.32075471698113","18.5673","16.89086515","1.33514345","2.89756965","0.5594203","21.68311065"
"LTREB","44103","WS","5","COBBLE","16.75","6.43552631578945e-08","3.44697368421053e-07",NA,NA,"1.4496644295302","10.6932","13.999514325","1.157641075","1.779689175","0.5931618875","17.5301002625"
"LTREB","44124","BG","1","COBBLE","30","3.08108108108108e-08","2.44054054054054e-07","-127.359","233.892","1.16129032258065","3.936","10.428021","1.011369","1.078902","0.420945","12.939306"
"LTREB","44124","BG","2","COBBLE","45","1.75862068965518e-08","1.40689655172414e-07","2.67","18.8235","1.16","11.106","13.98822","1.22715","1.86024","0.76888","17.844585"
"LTREB","44124","BG","3","COBBLE","40","1.95348837209304e-08","1.48837209302325e-07",NA,NA,"1.27777777777778","11.94","7.08159272727273","0.540058181818182","0.26884","-0.54616","7.34437090909091"
"LTREB","44124","BG","4","COBBLE","20","9.26829268292676e-09","5.41463414634146e-08","0","7.13618181818182","1.23809523809524","4.546","4.26759636363636","0.0825927272727274","0.183070909090909","0.509932727272727","5.04322545454545"
"LTREB","44124","BG","5","COBBLE","40","2.04255319148937e-08","1.3531914893617e-07","0","15.6996","1.28571428571429","11.124","9.305496","0.925760000000001","1.0323","1.101936","12.36556"
"LTREB","44124","BN","2","COBBLE","15","8.18181818181813e-09","4.02272727272727e-08","3.08076923076923","1.87926923076923","1.18181818181818","4.725","4.26623769230769","0.505663846153846","0.289257692307692","0.159333461538462","5.22052038461538"
"LTREB","44124","BN","3","COBBLE","25","1.58653846153846e-08","1.04807692307692e-07","2.0025","5.94075","1.2","6.775","5.0453195","0.6035075","0.3350915","0.163463","6.147414"
"LTREB","44124","BN","4","COBBLE","30","1.17073170731707e-07","5.85365853658537e-07","2.18454545454546","4.44190909090909","1.25","8.109","4.85972454545455","0.952862727272727","-0.0661554545454545","0.199685454545455","5.94614727272727"
"LTREB","44124","BN","5","COBBLE","40","3.14285714285714e-08","2.07619047619048e-07","5.75076923076923","8.62615384615385","1.1875","18.06","10.7056184615385","1.07676307692308","0.380713846153847","0.449833846153846","12.613"
"LTREB","44124","CR","1","COBBLE","27.75","1.12982142857143e-07","8.95928571428572e-07",NA,NA,"1.24705882352941","20.5239","22.122966","1.546563","1.9064596875","0.7793564375","26.355493125"
"LTREB","44124","CR","2","COBBLE","24.75","8.97187499999996e-08","5.6925e-07",NA,NA,"1.30555555555556","19.074825","17.903052","1.7882595","1.27181925","0.841167","21.804417"
"LTREB","44124","CR","3","COBBLE","30.5","9.82777777777782e-08","4.47333333333333e-07",NA,NA,"1.25","21.2951","7.47479304545455","0.916472318181818","0.468044681818182","0.140710363636364","9.00006754545455"
"LTREB","44124","CR","4","COBBLE","26.625","1.5975e-07","1.080975e-06",NA,NA,"1.27710843373494","28.6485","24.7125448875","2.4455355375","1.9740866625","1.4963116875","30.6286465125"
"LTREB","44124","CR","5","COBBLE","28.25","1.017e-07","6.18675e-07",NA,NA,"1.24489795918367","23.229975","15.478641125","1.560939625","1.4786276","0.889866525","19.4081794"
"LTREB","44124","GC","1","COBBLE","30","2.99999999999999e-08","1.06153846153847e-07","4.005","3.00375","1.19047619047619","13.974","5.9835375","0.3212475","-0.20721","-0.1126875","5.984925"
"LTREB","44124","GC","2","COBBLE","25","2.74999999999997e-08","1.325e-07","3.51315789473684","2.88078947368421","1.16666666666667","6.1475","5.40151052631579","0.200631578947369","0.108615789473684","-0.108644736842105","5.60214736842105"
"LTREB","44124","GC","3","COBBLE","40","6.80000000000003e-08","3.79999999999999e-07","6.79636363636364","6.11672727272727","12.0384615384615","10.476","10.4926872727273","-0.158272727272727","-0.459261818181818","-0.588378181818182","9.28684"
"LTREB","44124","GC","4","COBBLE","30","4.6875e-07","4.90875e-06","38.715","36.045","1.33962264150943","30.75","59.203035","7.483705","4.23471","3.076045","73.997885"
"LTREB","44124","GC","5","COBBLE","35","1.5555555555556e-08","1.01111111111111e-07","9.345","5.19166666666667","1.33333333333333","7.9555","11.6041838888889","1.98001611111111","1.567405","0.999615555555555","16.1512983333333"
"LTREB","44124","WS","1","COBBLE","17.25","2.831875e-07","2.1375625e-06",NA,NA,"1.26904761904762","19.09575","74.0130679772727","3.49641975","5.84856545454545","2.17477493181818","85.5333267954545"
"LTREB","44124","WS","2","COBBLE","26.75","1.9795e-07","1.853775e-06",NA,NA,"1.248","16.70805","34.3158119318182","1.88611088636364","2.97156509090909","0.845800954545455","40.0195174545455"
"LTREB","44124","WS","3","COBBLE","17","2.023e-07","1.7731e-06",NA,NA,"1.2568306010929","14.5078","38.9951931111111","2.02945244444444","3.33543777777778","1.21596844444444","45.5763143333333"
"LTREB","44124","WS","4","COBBLE","18.25","2.90340909090909e-07","2.75077272727273e-06",NA,NA,"1.28703703703704","19.637","66.3210694","3.5132856","4.889487075","1.96709085","76.691378225"
"LTREB","44124","WS","5","COBBLE","13.625","2.193625e-07","1.872075e-06",NA,NA,"1.28235294117647","12.3061","39.112690725","2.448306225","3.1315918","1.5348685125","46.2277215875"
