"PROJECT","DATE","SITE","SAMPLE","SUBSTRATE","AVERAGE.DEPTH","FBOM.AREA.g.m2","FBOM.ASH.AREA.g.m2","FBOM.CHLA.MG.M2.HAUER","FBOM.PHAEO.MG.M2.HAUER","FBOM.640/664","FBOM.PHICOCYANIN.MG/M2","FBOM.CHLA.MG.M2.RITCHIE","FBOM.CHLB.MG.M2.RITCHIE","FBOM.CHLC.MG.M2.RITCHIE","FBOM.CHLD.MG.M2.RITCHIE","FBOM.CHL.TOTAL.MG.M2.RITCHIE"
"LTREB","44369","BG","1","COBBLE","14.25","8.4075e-08","6.897e-07","-738.1215","969.830775","5882.35294117647","32.78925","-146.998326","-235.833396","-308.55012","-87.48267375","-778.86525675"
"LTREB","44369","BG","2","COBBLE","11.1875","8.5025e-08","8.390625e-07","-1302.35925","1699.6385625","2837.83783783784","29.93775","-260.0789114375","-424.1340224375","-553.4471353125","-160.3850180625","-1398.0464185625"
"LTREB","44369","BG","3","COBBLE","15.25","6.60833333333335e-08","4.24095238095238e-07","-997.57875","1331.055075","4318.18181818182","37.2405","-186.52587625","-308.40698725","-412.3845525","-93.8883939999999","-1001.20655725"
"LTREB","44369","BG","4","COBBLE","17.0625","1.0793023255814e-07","3.18235465116279e-07","-674.24175","897.4704375","8653.84615384615","15.41938125","-128.5180089375","-211.0295630625","-272.8737375","-67.52429775","-679.94615325"
"LTREB","44369","BG","5","COBBLE","7","2.12153846153846e-07","1.46353846153846e-06","-601.818","790.2132","1181.81818181818","19.152","-118.376293","-191.849161","-252.70714","-69.622462","-632.555637"
"LTREB","44369","BN","1","COBBLE","15","7.50000000000001e-08","3.30714285714286e-07","-1862.325","2456.667","2619.04761904762","31.62","-371.753955","-600.116295","-789.804135","-216.432375","-1978.108575"
"LTREB","44369","BN","2","COBBLE","9.4375","3.38177083333333e-08","2.02513020833333e-07","-292.29825","389.31103125","7500","15.9776875","-61.8392470625","-97.8814559375","-132.2087955625","-35.0410505625","-326.970851125"
"LTREB","44369","BN","3","COBBLE","13.5","4.8375e-08","2.896875e-07","-1239.948","1603.2816","3035.71428571429","32.2785","-257.3182755","-408.9685005","-530.4372075","-175.2254775","-1371.950973"
"LTREB","44369","BN","4","COBBLE","12.875","2.575e-08","4.13197674418604e-08","-182.194125","242.3525625","22500","12.4256625","-35.363711","-59.13860875","-73.630052125","-18.16433325","-186.29684675"
"LTREB","44369","BN","5","COBBLE","12.6875","2.34718749999999e-08","1.83968750000001e-08","-81.3015","105.0144375","66666.6666666667","1.73438125","-15.90185275","-24.316964","-31.6869931875","-8.4367815","-80.3426675625"
"LTREB","44369","DL","1","COBBLE","14.625","3.14999999999999e-08","2.3475e-07","-890.3115","1212.854175","4634.14634146341","1.7506125","-164.32822575","-251.6372235","-348.04262025","-56.5997445","-820.608325875"
"LTREB","44369","DL","2","COBBLE","17","2.72000000000001e-08","1.5555e-07","-1452.48","1967.2026","4468.08510638298","23.732","-259.471221","-393.142493","-546.968914","-78.719554","-1278.302913"
"LTREB","44369","DL","3","COBBLE","24.375","8.2105263157895e-08","6.55559210526316e-07","-767.95875","1050.411375","10000","41.071875","-136.87591125","-206.8461525","-299.160395625","-38.94184125","-681.82466625"
"LTREB","44369","DL","4","COBBLE","16.75","1.44864864864867e-08","1.43054054054054e-07","-724.5045","978.081075","7307.69230769231","16.081675","-134.10366575","-200.42009825","-279.06138175","-42.035867","-655.62141475"
"LTREB","44369","DL","5","COBBLE","17","4.08000000000001e-08","1.85542857142857e-07","-1012.197","1352.1681","4512.19512195122","18.071","-188.598034","-272.990114","-421.450145","-78.58743","-961.626505"
"LTREB","44369","GC","1","COBBLE","13.875","4.9333333333333e-09","1.35666666666667e-08","-440.850375","596.444625","10000","14.319","-79.371993","-125.76741225","-171.089669625","-28.141608","-404.37091875"
"LTREB","44369","GC","2","COBBLE","9.8125","1.413e-07","1.189275e-06","-400.8504375","534.72924375","1521.73913043478","27.023625","-74.5794745","-116.000333125","-159.212915","-30.1981748125","-379.991162375"
"LTREB","44369","GC","3","COBBLE","14.8125","1.05803571428572e-08","5.43125000000001e-08","-431.0881875","583.35328125","10000","13.123875","-78.2107258125","-122.2355791875","-166.8113390625","-27.4157600625","-394.673641125"
"LTREB","44369","GC","4","COBBLE","9","1.25999999999999e-08","6.39000000000002e-08","-324.405","438.7878","4800","14.733","-59.183829","-93.775365","-130.459482","-24.421347","-307.84023"
"LTREB","44369","GC","5","COBBLE","14.25","2.63625000000001e-08","3.70500000000001e-08","-410.913","554.73255","12105.2631578947","12.6312","-77.689461","-117.668121","-164.901798","-30.898047","-391.157712"
"LTREB","44369","GR","1","COBBLE","22.25","3.46111111111114e-08","8.89999999999998e-08","-1128.7425","1615.289925","5000","4.2186","-168.03139925","-276.84996375","-428.1917715","25.9738935","-847.0989295"
"LTREB","44369","GR","2","COBBLE","33","3.38048780487803e-08","1.73853658536585e-07","-2185.128","2943.7551","5250","49.401","-405.571353","-628.406955","-888.060261","-142.050282","-2064.090105"
"LTREB","44369","GR","3","COBBLE","31.5","4.5e-08","1.818e-07","-67.284","232.1298","15909.0909090909","27.3105","-85.5536535","-128.8422765","-204.552621","-33.5947185","-452.5435845"
"LTREB","44369","GR","4","COBBLE","18.25","4.43214285714288e-08","3.05035714285714e-07","-506.766","684.1341","12812.5","23.141","-89.363388","-145.0737395","-194.34802775","-30.23990325","-459.02529575"
"LTREB","44369","GR","5","COBBLE","36.25","4.53125e-08","9.42500000000002e-08","-1626.03","2181.59025","8333.33333333333","42.95625","-298.5209975","-452.3920975","-631.75978","-101.8818575","-1484.555675"
"LTREB","44369","WS","1","COBBLE","25.25","2.34464285714285e-08","7.21428571428572e-08","-141.57675","193.488225","42500","4.5955","-21.44378975","-51.37761425","-44.0761475","-9.15128175","-126.04883325"
"LTREB","44369","WS","2","COBBLE","32.75","8.36944444444443e-08","3.23861111111111e-07","-323.53725","439.835775","25714.2857142857","10.280225","-54.005274","-108.8288395","-125.1199995","-23.6720275","-311.62623875"
"LTREB","44369","WS","3","COBBLE","29.25","2.02242857142857e-07","-2.6742857142857e-08","-210.86325","281.931975","56666.6666666667","4.83795","-37.40434425","-63.93157875","-72.2858175","-9.78269175000001","-183.40449075"
"LTREB","44369","WS","4","COBBLE","32.625","3.87972972972974e-08","1.02283783783784e-07","-261.32625","346.692825","61666.6666666667","4.574025","-48.2600745","-73.0065285","-91.895718375","-14.059287","-227.221738875"
"LTREB","44369","WS","5","COBBLE","14.5","2.00363636363637e-07","1.39287878787879e-06","-828.501","1075.11555","5645.16129032258","12.2554","-167.529201","-258.392755","-334.680967","-97.539644","-858.143437"
"LTREB","44384","WS","1","COBBLE","30.75","1.455e-07","5.55e-07",NA,NA,"1.50442477876106","29.643","19005.3045","2046.2265","1372.9095","733.2135","23157.7785"
"LTREB","44384","WS","2","COBBLE","27.75","1.6365e-06","-1.0065e-06",NA,NA,"3.07926829268293","42.1245","28701.69735","6404.95987058823","3849.210825","2501.94979411765","41458.0037647059"
"LTREB","44384","WS","3","GRAVEL","37.125","1.34012195121951e-07","6.88170731707317e-07",NA,NA,"1.41176470588235","61.590375","16763.4507857143","981.242035714285","1236.94489285714","412.068053571429","19393.8171428571"
"LTREB","44384","WS","4","COBBLE","33.25","4.03586206896552e-07","3.07963793103448e-06",NA,NA,"1.35789473684211","45.9515","31593.9807272727","2533.58954545454","2072.42413636364","1305.22875","37505.43475"
"LTREB","44384","WS","5","COBBLE","36.75","1.19651162790697e-07","4.32453488372093e-07",NA,NA,"1.36423841059603","29.0766","26663.8186956522","1845.46995652174","2246.49394565217","639.31897826087","31395.2773369565"
"LTREB","44384","DL","1","COBBLE","8.5","1.75e-08","1.55e-08",NA,NA,"1.29268292682927","3.56575","2192.58680555556","115.206638888889","254.862583333333","2.00411111111111","2564.67430555556"
"LTREB","44384","DL","2","COBBLE","31.5","1.953e-07","9.43425e-07",NA,NA,"1.25454545454545","4.74075","19584.4194","927.703349999999","1443.608775","440.696025","22396.558275"
"LTREB","44384","DL","3","COBBLE","29.5","2.12119047619048e-07","1.18e-06",NA,NA,"1.32539682539683","52.4215","38896.6089302326","2989.2171627907","2808.78830232558","1409.8406744186","46104.7143953488"
"LTREB","44384","DL","4","COBBLE","11","9.17714285714286e-08","4.51942857142857e-07",NA,NA,"1.32584269662921","21.406","26039.3138823529","1132.17564705882","2530.14882352941","558.162647058823","30259.9750588235"
"LTREB","44384","DL","5","COBBLE","16.5","1.5477e-06","-4.4055e-07",NA,NA,"1.41813602015113","25.839","36694.547175","2268.432375","3319.908075","726.11385","43009.2432"
"LTREB","44384","GR","1","COBBLE","12.125","3.59568965517241e-08","1.01181034482759e-07",NA,NA,"1.38709677419355","15.629125","2736.26380172414","227.653146551724","209.151232758621","31.7332155172414","3204.81895689655"
"LTREB","44384","GR","2","COBBLE","22.75","3.49186046511628e-08","1.21686046511628e-07",NA,NA,"1.36842105263158","21.38045","1375.02826408451","58.0339683098592","131.5405","39.8567183098591","1604.46874295775"
"LTREB","44384","GR","3","COBBLE","23.25","7.36250000000001e-08","3.59083333333333e-07",NA,NA,"1.38","16.574925","7250.012625","680.838791666666","678.947791666666","262.156666666667","8872.00366666667"
"LTREB","44384","GR","4","COBBLE","28.75","7.50694444444442e-08","3.52986111111111e-07",NA,NA,"1.36170212765957","28.30725","8603.89914285714","364.586142857143","661.358428571429","-185.884357142857","9444.01357142857"
"LTREB","44384","GR","5","COBBLE","37.25","4.78928571428573e-08","2.83809523809522e-08",NA,NA,"1.35714285714286","37.2053","2701.65784090909","145.048113636364","-93.5584545454546","-50.8801136363636","2702.28431818182"
"LTREB","44384","GC","1","COBBLE","6.625","2.41617647058824e-08","7.79411764705882e-08",NA,NA,"1.45161290322581","4.1446","1288.24229166667","60.3368194444445","-12.3865416666667","55.6407986111111","1391.84220138889"
"LTREB","44384","GC","2","COBBLE","14.625","3.05217391304349e-08","4.70543478260871e-08",NA,NA,"1.16666666666667","16.4385","866.921673913043","132.919630434783","-315.793173913043","-9.63978260869565","674.413434782609"
"LTREB","44384","GC","3","COBBLE","13.8125","3.06944444444443e-08","9.36180555555557e-08",NA,NA,"1.45714285714286","7.3123375","998.336805555556","-1982.72605555556","-2380.18457986111","-2046.13540625","-5410.71230555555"
"LTREB","44384","GC","4","COBBLE","14","5.89473684210527e-08","2.26947368421053e-07",NA,NA,"1.42857142857143","15.022","3900.11705263158","386.037473684211","144.004","79.6076842105263","4509.79126315789"
"LTREB","44384","GC","5","COBBLE","9.625","1.50878378378378e-08","3.90202702702703e-08",NA,NA,"1.34375","10.56825","1826.72979054054","90.8001689189191","114.298695945946","18.1163310810811","2049.9569527027"
"LTREB","44384","BG","1","COBBLE","13.5","2.0093023255814e-08","6.96976744186047e-08",NA,NA,"1.68421052631579","4.58595","1003.17857142857","159.598285714286","54.4416428571429","48.4997142857143","1265.72464285714"
"LTREB","44384","BG","2","COBBLE","14.625","2.92500000000001e-08","8.14256756756757e-08",NA,NA,"1.66153846153846","8.58195","5591.66323026316","704.119085526316","202.632453947368","303.350210526316","6801.80192763158"
"LTREB","44384","BG","3","COBBLE","7","1.67166666666667e-06","1.206e-05",NA,NA,"3.01433691756272","10.619","21707.0338947368","7759.63705263158","1715.924","3032.77284210526","34215.5055789474"
"LTREB","44384","BG","4","COBBLE","15.125","1.68219512195122e-07","1.18417682926829e-06",NA,NA,"1.58659217877095","32.110375","14541.1336829268","1924.46220731707","700.537615853658","1061.43413414634","18227.6657682927"
"LTREB","44384","BG","5","COBBLE","7.5","7.94444444444445e-08","4.88333333333333e-07",NA,NA,"1.59550561797753","13.0725","5029.91637931034","579.69775862069","270.803275862069","288.384310344827","6168.83534482758"
"LTREB","44384","BN","1","COBBLE","15","2.92727272727273e-07","1.84090909090909e-06",NA,NA,"1.582995951417","36.15","24682.599","3516.711","2162.943","1743.15","32105.568"
"LTREB","44384","BN","2","COBBLE","15.875","1.031875e-07","5.25318181818182e-07",NA,NA,"1.57971014492754","24.66975","10657.4392444444","1083.83211111111","638.378905555556","620.241894444444","12999.9641222222"
"LTREB","44384","BN","3","COBBLE","6.8125","9.7759375e-08","5.67821875e-07",NA,NA,"2.25153374233129","15.191875","5703.8567827381","922.767074404762","461.953354166667","546.631755952381","7635.24789583333"
"LTREB","44384","BN","4","COBBLE","11.25","1.875e-08","1.62499999999999e-08",NA,NA,"1.52380952380952","3.7845","4325.173125","124.419375","333.195","43.94","4826.75625"
"LTREB","44384","BN","5","COBBLE","8.1875","1.71793014705882e-06","5.30742647058823e-07",NA,NA,"2.16022099447514","22.8513125","9096.88047857143","1962.38","827.840464285715","608.990460714286","12496.14895"
"LTREB","44397","WS","1","COBBLE","30.5","1.45722222222222e-07","6.33722222222223e-07","0","51.5890725","1.46408839779006","26.1324","30.417129975","4.842138825","1.868260725","1.50145705","38.629181775"
"LTREB","44397","WS","2","COBBLE","16.5","7.56250000000001e-07","5.17825e-06","0","60.64905","1.88983050847458","32.538","35.92471025","6.47946475","2.5027255","2.81056875","47.71770575"
"LTREB","44397","WS","3","COBBLE","27","2.97e-07","1.70775e-06","0","61.3319538461539","1.34810126582278","43.119","36.6800254615385","4.85299038461538","1.97145069230769","1.70873861538462","45.213444"
"LTREB","44397","WS","4","COBBLE","25.875","9.05624999999998e-07","5.33025e-06","0","203.113575","1.47619047619048","49.1625","121.417395107143","17.2952861785714","4.89300685714285","5.5031985","149.109670285714"
"LTREB","44397","WS","5","COBBLE","33.125","1.325e-07","6.51458333333334e-07","0.680336538461539","39.7996875","1.32142857142857","24.8934375","23.9026916826923","2.23014572115385","0.50825471153846","0.0671953365384615","26.7084377884615"
"LTREB","44397","DL","1","COBBLE","34.25","2.329e-07","1.82621e-06","-0.249402272727268","91.4973804545454","1.31847133757962","50.964","54.72786265","4.45247820454546","4.12917719772727","2.38660756590909","65.6964930272728"
"LTREB","44397","DL","2","COBBLE","20.375","5.31521739130435e-08","2.70190217391304e-07","-0.741835227272721","30.5141556818182","1192.98245614035","30.786625","17.648030375","0.939472727272725","1.24960986363636","0.634922045454545","20.4721544829545"
"LTREB","44397","DL","3","COBBLE","6.375","3.29375e-08","2.47916666666667e-07","0.100125","13.0062375","1.23655913978495","13.980375","7.869508125","0.422503125","0.61562325","0.23998425","9.147671625"
"LTREB","44397","DL","4","COBBLE","26.25","1.666875e-07","1.3243125e-06","-1.40175","76.71076875","1.35526315789474","49.37625","44.6659171875","3.3612140625","3.9072875625","2.03249025","53.9672109375"
"LTREB","44397","DL","5","COBBLE","35.125","5.97125000000003e-08","1.299625e-07","0.521020833333334","21.3618541666667","1.27118644067797","43.62525","13.0785927569444","0.216169006944445","0.792564402777777","0.153010354166667","14.2404243333333"
"LTREB","44397","GR","1","COBBLE","37.5","2.34090909090909e-07","2.08409090909091e-06","-7.28181818181818","32.4496022727273","1.44155844155844","55.8","12.8812619318182","-1.49133920454546","-8.17043863636364","-1.89683522727273","1.32272386363636"
"LTREB","44397","GR","2","COBBLE","32.75","2.14134615384616e-07","1.31755769230769e-06","-0.874425000000001","51.06642","1.34782608695652","65.762","29.3389172","1.50536685","2.457982475","1.1534140625","34.4558803625"
"LTREB","44397","GR","3","COBBLE","34.75","1.6573076923077e-07","1.05319230769231e-06","0.4639125","23.24201625","1.33333333333333","67.03275","14.17928575","0.363245225000001","1.0156921125","0.2684732875","15.8267919375"
"LTREB","44397","GR","4","COBBLE","36","1.2096e-06","2.6856e-06","-3.204","106.3728","1.4","92.916","60.964314","3.880434","4.123632","1.317768","70.28655"
"LTREB","44397","GR","5","COBBLE","33","1.232e-07","7.15e-07","0","30.42732","1.2972972972973","46.332","18.4407058","0.682398200000001","1.0463794","0.3350402","20.5046468"
"LTREB","44397","GC","1","COBBLE","26.25","3.14999999999998e-08","2.75624999999999e-08","0","6.868575","1.32142857142857","52.5525","4.207069125","-0.0529357499999998","0.267626625","-0.0877839375","4.334003625"
"LTREB","44397","GC","2","COBBLE","33.5","4.11136363636365e-08","4.72045454545453e-08","0","7.96873636363636","1.32142857142857","34.84","4.85430379545455","0.241362931818182","0.190934772727273","-0.100471068181818","5.18616088636364"
"LTREB","44397","GC","3","COBBLE","38.25","2.92499999999999e-08","5.40000000000003e-08","0","3.744675","1.45454545454545","37.244025","2.30335307142857","-0.2972535","-0.622617107142857","0.173168678571429","1.55666935714286"
"LTREB","44397","GC","4","COBBLE","32.5","5.59e-08","7.92999999999999e-08","-0.413214285714286","7.06596428571428","1.5","20.0525","3.88894535714286","0.123250833333333","-0.151818333333333","-0.0721794047619048","3.78822321428571"
"LTREB","44397","GC","5","COBBLE","26.25","6.02205882352939e-08","9.26470588235295e-08","-1.00125","5.5569375","1.46153846153846","26.9325","2.445346875","-0.198328125","-0.10049625","-0.454175625","1.69236"
"LTREB","44397","BG","1","COBBLE","12","1.644e-07","6.648e-07","-1.60199999999998","65.5218","1.57678571428571","26.46","37.1315388","5.8616232","2.781954","2.0613606","47.8367172"
"LTREB","44397","BG","2","COBBLE","18.5","6.72166666666667e-07","3.556625e-06","-1.50332608695651","64.4926891304348","2.28","48.0815","34.734712","6.815622","3.44503058695652","4.567428","49.5630355"
"LTREB","44397","BG","3","COBBLE","27.25","4.0875e-07","2.35217045454545e-06","-4.63002272727273","93.9894613636364","2.29916897506925","64.528","48.6366781931818","8.76359380681818","5.36078349999999","5.64543452272727","68.4068269318182"
"LTREB","44397","BG","4","COBBLE","27.75","5.62302631578947e-07","3.7185e-06","50.475515625","-8.98371562500001","2.87124463519313","78.033","44.143279546875","0.0472114218750018","9.29295642187499","6.320581078125","59.804380546875"
"LTREB","44397","BG","5","COBBLE","32.75","4.797875e-07","3.81996e-06","-3.0604875","88.14204","1.79615384615385","70.11775","47.1303285","-1.7824253","7.8820260125","3.3861420375","56.61642495"
"LTREB","44397","BN","1","COBBLE","22.5","1.93928571428571e-07","1.06178571428571e-06","-1.71642857142856","95.8339285714285","1.64052287581699","72.09","54.4856753571429","6.71247535714285","6.11466214285714","3.20298428571429","70.5161603571429"
"LTREB","44397","BN","2","COBBLE","10.75","1.25141025641026e-07","6.68705128205128e-07","-1.1481","59.7012","1.55823293172691","32.13175","34.0805843285714","3.70371347142857","4.32399707142857","1.55961","43.6681303142857"
"LTREB","44397","BN","3","COBBLE","11.75","3.15984615384615e-06","1.86445384615385e-05","2.26579166666665","65.568525","2.4141592920354","25.81475","39.8814335277778","7.52399761111111","4.69382472222222","4.633712375","56.7332430555555"
"LTREB","44397","BN","4","COBBLE","26","2.04454545454546e-07","9.98636363636364e-07","-2.38011428571429","91.7930742857143","1.45192307692308","72.046","53.3329635428572","-10.5139676571429","10.9874499428571","2.18321554285714","55.9900848"
"LTREB","44397","BN","5","COBBLE","33.75","7.16326530612246e-08","3.0719387755102e-07","-265.502195121951","498.124317073171","1.47682119205298","22.258125","27.8376898170732","1.68095908536585","2.62426829268293","0.825775243902439","32.9688784756097"
"LTREB","44411","WS","1","COBBLE","14.6875","1.43377976190476e-07","7.44166666666667e-07","-0.570409090909091","3.36541363636364","1.32","15.7596875","1.24259881818182","-0.0983143863636365","-0.0689495340909091","-0.0800639659090909","0.995278943181818"
"LTREB","44411","WS","2","COBBLE","8.6875","1.48266666666667e-07","1.1033125e-06","-0.244164473684211","8.02080296052631","1.38888888888889","13.5785625","4.50755647039474","0.500813799342105","0.24040690131579","0.203701756578947","5.45250864802631"
"LTREB","44411","WS","3","COBBLE","16.6875","1.36534090909091e-08","1.59289772727273e-08","-1.62020454545455","30.3990877840909","1.65482233502538","18.5731875","16.2163883607955","2.45719720738636","0.859192346590909","0.97659421875","20.5094783267045"
"LTREB","44411","WS","4","COBBLE","11","6.50000000000001e-08","3.05e-07","-0.267","16.1535","1.62048192771084","10.3708","8.983215","1.60104","0.5275995","0.6230655","11.7349785"
"LTREB","44411","WS","5","COBBLE","16.125","3.3325e-07","1.68775e-06","-1.23010714285714","69.6855696428571","1.45512820512821","26.654625","39.3144131785714","5.43336482142857","2.50250785714285","2.16562666071429","49.4161705178571"
"LTREB","44411","DL","1","COBBLE","3.4375","1.71875e-08","8.90476190476191e-08","-0.195279255319149","8.31499069148936","1.33561643835616","6.5621875","4.74217752659574","0.421465877659574","0.529199029255319","0.196278178191489","5.88915220744681"
"LTREB","44411","DL","2","COBBLE","5.75","2.54642857142857e-08","1.58535714285714e-07","-0.0731071428571429","6.06058214285714","1.30172413793103","7.49225","3.51059295238095","0.247739571428571","0.354033797619048","0.131308095238095","4.24369796428571"
"LTREB","44411","DL","3","COBBLE","3.6875","2.249375e-08","1.25190625e-07","-0.16409375","10.9231739583333","1.33212996389892","6.18025","6.29146704861111","0.454697430555555","0.640450326388889","0.217870611111111","7.60452741319444"
"LTREB","44411","DL","4","COBBLE","3.4375","2.4234375e-08","1.32859375e-07","-0.161966911764706","9.23211397058823","1.55508474576271","6.1428125","5.20699134191177","0.616995055147059","0.505074099264706","0.347250588235294","6.67634626838235"
"LTREB","44411","DL","5","COBBLE","8.625","2.23882978723404e-08","9.54255319148936e-08","-0.2047","10.593225","1.38461538461538","14.19675","5.9280154","0.521975800000001","0.697742566666666","0.2838177","7.43159133333333"
"LTREB","44411","GR","1","COBBLE","15.9375","2.96171875e-07","8.320703125e-07","-1.1914875","29.54889","1.68281938325991","23.173125","15.813293325","2.483823675","1.4656118625","1.385196975","21.1480329375"
"LTREB","44411","GR","2","COBBLE","15.25","1.09232558139535e-07","2.68825581395349e-07","-0.723866666666667","26.1858766666667","1.39690721649485","25.498","14.1349322","1.67149488888889","1.07354916666667","0.949755088888889","17.8298269111111"
"LTREB","44411","GR","3","SAND","9.6875","1.20986111111111e-07","1.02902777777778e-06","-0.344875","18.7726958333333","3.15525114155251","17.4665625","10.0547815416667","2.326336875","2.212900125","1.85520016666667","16.4492923333333"
"LTREB","44411","GR","4","COBBLE","15.5625","7.26250000000001e-08","5.561e-07","-0.554025","33.90633","1.52","23.157","18.904667225","2.440953225","1.94517001666667","1.53766215","24.8285819583333"
"LTREB","44411","GR","5","COBBLE","8.625","3.2703125e-08","2.24609375e-07","-49.5118125","95.1855","1.37267080745342","5.1430875","6.3478749375","0.59088796875","0.576523749999999","0.409571421875","7.9249015625"
"LTREB","44411","GC","1","COBBLE","24.875","4.97500000000001e-08","1.6790625e-07","-0.603784090909089","13.28325","1.56140350877193","6.1864125","6.040371375","0.904821340909091","0.520233488636363","0.358949642045455","7.82441542045455"
"LTREB","44411","GC","2","COBBLE","21.375","4.07142857142857e-08","7.8375e-08","-0.248135869565219","8.06441576086957","1.53488372093023","27.381375","4.05331615760869","0.47073233152174","0.205230668478261","0.21849060326087","4.94779671195652"
"LTREB","44411","GC","3","COBBLE","35.375","6.23273809523806e-08","1.70136904761905e-07","-0.41065760869565","9.03446739130434","1.58620689655172","46.730375","4.64341939673913","0.533007429347825","0.404665391304348","0.233090489130435","5.8142134673913"
"LTREB","44411","GC","4","COBBLE","36.375","5.88928571428569e-08","7.10178571428573e-08","-0.462482142857142","8.87965714285714","1.56","22.07235","4.32209828571429","0.0751715357142853","0.208482446428571","0.100382875","4.70616458928571"
"LTREB","44411","GC","5","COBBLE","27.625","3.19222222222223e-08","-2.45555555555545e-09","-6.24151391140021e-16","3.02230975609756","1.45454545454545","20.0585125","1.55795701829268","-0.139805408536585","-0.0987357926829268","-0.0265698597560976","1.29285673780488"
"LTREB","44411","BG","1","COBBLE","28.375","7.945e-08","3.02666666666667e-07","-1.37747727272727","40.911075","1.54487179487179","33.681125","22.0799585284091","3.41510021022727","1.43826426136363","1.49023178409091","28.4237005284091"
"LTREB","44411","BG","2","COBBLE","28.375","5.14709302325583e-08","1.39895348837209e-07","2.38954216262451e-15","14.4635113636364","1.44827586206897","29.595125","8.3361351875","1.10803730113636","0.679425187499999","0.520087954545455","10.6437410909091"
"LTREB","44411","BG","3","COBBLE","18.5","9.13191489361702e-08","5.45553191489362e-07","0","32.12733125","2.00467289719626","30.9875","17.8959487916667","4.322474125","1.13227322916667","2.04324175","25.3940566041667"
"LTREB","44411","BG","4","COBBLE","19","6.45116279069768e-08","3.06651162790698e-07","-0.676399999999994","23.5612666666667","1.58695652173913","35.226","12.8211594666667","2.31798817777778","0.8423916","0.916705244444445","16.8983280888889"
"LTREB","44411","BG","5","COBBLE","26","1.404e-07","1.0478e-06","-0.867749999999993","30.02415","1.65942028985507",NA,"16.2499805","2.70193516666667","0.791557000000001","1.07053375","20.8141125833333"
"LTREB","44411","BN","1","COBBLE","24.125","1.96216666666667e-07","1.05506666666667e-06","-10.82151","116.150874","3.31734317343173","55.82525","54.69867619","14.47010359","7.1966805","10.91966015","87.28551994"
"LTREB","44411","BN","2","COBBLE","26.5","-3.20523809523809e-07","5.11071428571428e-07","-1.92968181818182","64.740825","1.50965250965251","48.813","34.2272325681818","5.35173884090909","2.84740934090909","2.52646904545455","44.9530774545455"
"LTREB","44411","BN","3","COBBLE","33","9.45e-08","3.735e-07","-0.429804878048775","26.9057853658536","1.38823529411765","31.7196","14.8670795121951","1.72327287804878","1.0109896097561","1.26179604878049","18.8632410731707"
"LTREB","44411","BN","4","COBBLE","33.5","1.52272727272727e-07","8.57295454545455e-07","-3.65911363636363","72.8163613636363","1.5374449339207","57.352","38.0554655227273","5.70168934090909","2.95839413636364","2.81816465909091","49.5339679545455"
"LTREB","44411","BN","5","COBBLE","23.5","2.28285714285714e-07","1.28354761904762e-06","-1.65118421052632","89.4941842105263","2.31880108991826","43.4515","48.4914881052632","11.6147636842105","5.15855055263157","7.11371715789474","72.3788559210526"
"LTREB","44425","WS","1","COBBLE","27.625","2.60902777777779e-08","8.44097222222219e-08","0.37825","27.423125","1.30188679245283","14.2848875","16.3522121666667","1.224187","1.32207866666667","-0.0483380833333333","18.8502431666667"
"LTREB","44425","WS","2","COBBLE","12.25","5.2675e-08","2.982875e-07","-0.167730769230769","17.5446384615385","1.48630136986301","4.511675","10.7082790769231","1.04219607692308","0.911226615384615","0.450502858974359","13.1122756153846"
"LTREB","44425","WS","3","COBBLE","33.625","7.64204545454546e-09","2.59829545454546e-08","0","5.78574166666667","1.27586206896552","7.2394625","3.26018713095238","0.196360392857143","0.13146948015873","0.0491629523809524","3.63720130555556"
"LTREB","44425","WS","4","COBBLE","39","1.74652173913044e-07","8.97e-07","0.905478260869553","52.6535608695652","1.70348837209302","53.196","32.3361208695652","4.76337860869565","1.61622613043478","1.71448917391304","40.4304250434783"
"LTREB","44425","WS","5","COBBLE","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LTREB","44425","DL","1","COBBLE","9.375","9.1666666666667e-09","4.54166666666666e-08","0.319547872340426","5.57078457446809","1.28048780487805","5.7890625","3.24599082446809","0.15249375","0.390103324468085","0.0573099734042553","3.84591941489362"
"LTREB","44425","DL","2","COBBLE","20.625","1.00609756097561e-07","7.12317073170732e-07","-0.268628048780488","45.9622591463414","1.37759336099585","24.151875","26.7681129878049","2.31617743902439","2.76349143292683","1.04874","32.8966999390244"
"LTREB","44425","DL","3","COBBLE","21","1.42604651162791e-07","1.09493023255814e-06","4.539","48.1668","1.58471760797342","36.162","33.452706","3.69926","3.588865","1.535806","42.276858"
"LTREB","44425","DL","4","COBBLE","36.125","1.38796052631579e-07","8.63197368421053e-07","1.07170833333333","95.7035541666667","1.43243243243243","58.125125","55.7100483333333","5.69202759722222","6.01997436111111","2.68626904861111","70.108690625"
"LTREB","44425","DL","5","COBBLE","37.625","1.26640243902439e-07","9.39707317073171e-07","5.02293749999999","59.5446409090909","1.4037558685446","36.0297","40.2489059318182","3.96264447727272","4.35264128409091","1.70548994318182","50.2699484318182"
